job,link,post date,employment type,description,responsibilities,qualifications
Principal-Software-Development-Engineer-Bot-Framework,https://careers.microsoft.com/us/en/job/980781/Principal-Software-Development-Engineer-Bot-Framework,"Feb 4, 2021",Full-Time,"Are you looking for opportunities to work on cutting edge technologies, divisional top priority projects and have a huge, visible impact? Are you a fast learner? If you answered yes, this is the job for you.The Bot Framework Team in the STCA AI Platform is looking for high caliber developer to work on strategic projects with impact across all of AI Platforms.Detail: https://dev.botframework.com/","The developers in this team will play a critical role in driving the technical details of a variety of middle tier and backend service projects spanning multiple areas (Cognitive Services, Azure Services, Edge Browser, Teams). They will have to understand the design, code and features of many different areas, quickly come up to speed and implement features that delight customers and partners via their intuitiveness, attention to detail and responsiveness. They must be able to design and implement services that are highly scale, low latency, always on, low cost to maintain and operate. They should be able to influence other developers to come up with the right design and architecture for their components and make them the model for common patterns going forward. They must have good partnership and influence skills to be able to work across multiple teams. The candidate must have a proven track record of making sound technical recommendations and must be an extremely strong advocate for quality engineering principles. The candidate should have demonstrated leadership in influencing the architecture, engineering, and coding guidelines used by the team. The candidate must also have a proven track record of mentoring and developing junior devs. The candidate must also have a proven track record of good design and writing lots of solid, bug free, high performance code. He must demonstrate good understanding of object oriented design, safe programming and test driven development.","Required qualifications/experience:
• 10+ years of experience as a developer
• C# or C++ or Javascript/Typescript
• Strong computational problem solving skills
• Experience in building web services
• Experience with data modeling of complex systems
• Strong partnership, communication and coordination skills
• Strong computational problem solving skills
• Bachelor’s degree or equivalent in Computer Science or related field required
 Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. 
 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
Data-and-Applied-Scientist-All-level,https://careers.microsoft.com/us/en/job/960251/Data-and-Applied-Scientist-All-level,"Jan 11, 2021",Full-Time,"Do you like working on technology problems which impact people on a global scale? Are you interested in creating brand new collaborative experiences by state-of-the-art machine learning models for a rapidly evolving and expanding machine-learning empowered products? Bing Multimedia Group is responsible for developing global image & video search/recommendation/browsing experiences in Bing, and also contributes to Windows, Edge, Azure, MSN, etc., which is the largest vertical in Bing to contribute DAU & engagements, we are a global team with offices in Beijing, Suzhou, as well as Bellevue/USA.
 The Video Recommendations Team in Bing Multimedia Group is responsible for building video feeds experiences for Microsoft, we are targeting to build differentiated, personalized video contents recommendation experiences for billions of users in Microsoft product lines, including Bing, Windows, Edge, MSN, etc., these video recommendation experiences include near real time video feeds, related videos, structured & chaptered video feeds experiences, etc., it's also global experiences to target 100+ languages & 200+ regions.","As a member of our team you will design, develop, evaluate & deploy machine learning models, as well as corresponding metrics/measurements, online & offline pipelines, and integrate into production runtimes.
 You need to closely work together with our top machine learning scientists/researchers nearby and remotely,  build our core machine learning horsepower,  contribute to billion scale machine learning systems, and improve our video recommendation products(including video feeds, related videos, etc.) in Microsoft Bing & Windows & Edge, etc..","- tracking records of delivering machine learning empowered products;
- familiar with e2e machine learning development cycle, from model measurements/training/evaluation, to optimization/deployment, etc.;
- Experiences in one of these training frameworks: Pytorch, Tensorflow, MxNet, etc.;
- Experiences in one of these domains: search engines, recommendation systems, computer vision, deep-learning, natural language processing;
- Experiences in one of these programming languages: Python, C++, C#, etc.;
- Experiences in big data mining, familiar with Hadoop/Spark is a plus; - Solid Communication/Collaboration skills to work with team members across global;
- MS/PhD degree in Computer Science or a related discipline.
 Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. 
 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.
  "
Software-Engineer-2,https://careers.microsoft.com/us/en/job/968887/Software-Engineer-2,"Jan 24, 2021",Full-Time,"Are you looking for opportunities to work on cutting edge technologies, divisional top priority projects and have a huge, visible impact? Are you a fast learner? If you answered yes, this is the job for you. The Shared Engineer Service Team [SES - Spartans] in STCA is looking for high caliber developers to work on strategic projects with impact across all of the WebXT in E&D division.
 ","The developers in this team will play a critical role in driving the technical details of a variety of middle tier and backend service projects spanning multiple areas (e.g., Bing search engine, Bing Ads platform, Feeds ). They will have to understand the design, code and features of many different areas, quickly come up to speed and implement features that delight customers and partners via their intuitiveness, attention to detail and responsiveness. They must be able to design and implement services that are highly scale, low latency, always on, low cost to maintain and operate. They should be able to influence other developers to come up with the right design and architecture for their components and make them the model for common patterns going forward. They must have good partnership and influence skills to be able to work across multiple teams.","Required qualifications/experience:• C# or C++ or Java, SQL, LINQ, .Net, WCF, WWF, ASP.Net MVC• Experience with OOP• Strong computational problem solving skills• Bachelor’s degree or equivalent in Computer Science or related field required• 3+ years working experience and good communication skills• Experience in building web services
 Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. 
 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.
  "
Senior-Factory-Manager,https://careers.microsoft.com/us/en/job/972837/Senior-Factory-Manager,"Feb 1, 2021",Full-Time,"Come and be an important MS Leader managing a fast paced, high energy team. Main scope is to be accountable for managing manufacturing operations of Microsoft identified critical factories. We are seeking high caliber candidates for a Senior Factory Manager position in our Manufacturing and Sourcing Organization.

This position requires effective cross collaboration with functional organizations, including, but not limited to, Development, Sourcing, Compliance and upstream customer to solve problems at the factory / supplier. This role also includes development of requirements and evaluating different manufacturing solutions for functionality, cost, and volume.

The candidate should be a strong team player who motivates peers/team, drive root causes analysis to derive actionable data analytics, and implement corrective actions timely (by identifying clear problem ownership and take leadership to drive issues closure with various functional teams and supplier), communicates status with peers, team members and other stakeholders and quickly resolves issues that impede business progress.
 ","Lead a team of Operational and Technical resources to drive actions through internal functional groups and partners (CMs and suppliers) to attain: Continuity of supply, Product quality, achieve end to end process Yields, Product and Facility Compliance. Should be confident and able to do reviews with Factory / Supplier Senior Executives.
 Factory Management:
Responsible for all facets of Operations ( Technical, Engineering, Quality, Material Management, Regulatory Compliance etc ) at the supplier/factory.
Assurance of Continuity of Supply / Product quality
Develop Supplier Capabilities in support of Operational Excellence and meet MS expectation.
Material Management including Down-Stream suppliers & EOL Management.
 New Product Launch Management:
Contribute risk and mitigation proposals before program transition to Mass Production.
Capacity and resource management to ensure production meets ramp plan
 Cost management:
Cost Reduction Strategy & Management (via process and operations improvements)","10+ years of work experience in factory operations and high-volume manufacturing
3+ years’ experience as a People Manager & with proven track record of Mentoring and growing strong Operational Team
Experience in Camera manufacturing and processes like SMT, COB and Testing would be an advantage.
Bachelor’s degree or above in Mechanical/Electronics/Electrical Engineering or related field required or equivalent
Confidence and ability to engage Sr. Executives (internal and external
 #MnS
#MFG
 Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. 
 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
2022-Graduates-Summer-Intern-Product-Manager-Intern-STCA-Suzhou,https://careers.microsoft.com/us/en/job/983280/2022-Graduates-Summer-Intern-Product-Manager-Intern-STCA-Suzhou,"Feb 8, 2021",Internship,"As an integral part of the global team working on core products with core technology, Software Technology Center Asia (STCA) plays a significant role contributing to overall Microsoft applications and services products development. It is dedicated to the development for many Microsoft applications and services products such as Microsoft 365, Bing, Azure, as well as internet and mobile related products. The team is focused on a wide spectrum of technologies including machine learning, natural language processing, cloud computing, big data, search engine and online advertising. Located in Beijing, Suzhou, Taipei and Tokyo, Software Technology Center Asia (STCA) has more than 2000 R&D employees.
 As a highly efficient development team, STCA also has mission to develop and improve Microsoft internet products and services in Great China Region, Japan and Korea, it has established many important partnerships with local players in these markets.
 STCA has a team full of high caliber talent with rich experience and great passion to product, customer, and technology. It is a place in which every employee is highly valued. It provides not only world class challenges to solve but opportunities to make world class impact. It encourages every employee to develop and advance their career globally and freely.","Product Manager defines and designs the future product and will play a role as a CEO in the process of product development; Program Manager leads and works closely with UX Designers, Software Engineers, other functions such as Marketing and Operation.","Obsessed with customers, acutely sensitive to customer needs and change of user habit.
Is capable to research and to learn continuously; has strong interest and curiosity of technology, market, and customers.
Excellent analytical skills and problem-solving skills obsessed with customers.
Embrace an innovative and disruptive perspective, always desire to improve, and excel with a very good taste.
Is capable to organize, coordinate and manage project. Is comfortable with dealing with complexity and ambiguity, can always get to the point quickly and find a solution effectively.
A good communicator in both Chinese and English. Is capable to coordinate in a team setting and communicate effectively with different teams and individuals.
Bachelor’s degree as a minimum, Computer Science background is preferred."
Senior-SDE-Dev-Lead-Homepage-Experience,https://careers.microsoft.com/us/en/job/948833/Senior-SDE-Dev-Lead-Homepage-Experience,"Dec 14, 2020",Full-Time,"Title: Senior dev/lead for Homepage Experience
 We are looking for a strong developer with lead potential or experience to join our fun and challenging journey.
 Homepages Experience team is responsible for delivering best user experience for a variety of homepages that Microsoft provides through different products (e.g., Edge browser, Bing.com, MSN.com). We are a team full of high caliber, talented, passionate developers from different regions around world. By leveraging modern web OSS techniques, we are working on a fast-cycle to delight our users by providing a large number of impressive features and the best homepage experience that match users’ interests, and meanwhile optimize engagement, revenue and retention for new key products like Edge browser. It’s a work with very high visibility in Microsoft as it directly affects hundreds of millions of users and has huge monetization opportunity.  
 As a member of the Homepages Experience team, you'll have the opportunity to shape the design of homepages, and have a direct impact on various products that millions of users use every day. You will learn and research many cutting edge methods in modern web techniques, core UX framework of Microsoft web products, data mining, A/B testing to solve hard problems. You will have enormous resources of Microsoft at your disposal and close collaborations with great teams and colleagues in world-wide. At the same time you have the right environment and strong support to drive your favorite features to solution. We are an extremely agile team and we move very fast from ideas to experimentation, development and deployment through continuous releases throughout the year","• Implement (mainly frontend, part of the infrastructure, backend) and release thoughtful features for the most attractive homepage experience
• Improve homepage experience for different products (e.g., Edge browser, Bing.com, MSN.com) and different endpoints (e.g., desktop, mobile, and mobile apps)
• Closely work with Devs and PMs in different countries to achieve fast collaboration and agile development","We are looking for cream of the crop - motivated engineers with excellent architecture, design, coding, and debugging skills.
• B.S. in Computer Science or related required
• Solid coding skill and familiar with at least one OOP language: C++/C#/Java
• Great design, problem solving, and data analysis skills, with demonstrated passion for quality, performance, and engineering excellence
• 5+ years of industry experiences in frontend developing (HTML/CSS/JS/React, etc.) is preferred
• Motivated and able to work independently as well in a collaborative team setting to research innovative solutions to challenging technical/business problems.
  Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.  If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.
 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
SDE-SDE-II-Web-Android-iOS,https://careers.microsoft.com/us/en/job/997687/SDE-SDE-II-Web-Android-iOS,"Feb 28, 2021",Full-Time,"Software Technology Center Asia (STCA) STCA was founded in year 2005 and is now starting the second “Five-Year Plan”. The team has not only built up its strengths and expanded its scope, but also set a shared goal, broadened its vision, and equipped with richer resources that gives the team the confidence to scale new heights. STCA is now focusing on the following areas: the continuous exploration of Bing search technology; the technical innovation of online advertisement services; the development of the Information platform; and the development of mobile search applications. Today, STCA has hundreds of excellent employees and is the largest R&D team of the Microsoft AI & Research Group outside the United States. Bing Client team builds innovative clients (mobile, windows desktop, tablets, including android and iOS devices, etc) to bring value to global users, powered by Bing’s machine learning, big data, and strong intelligent platform and infrastructure. We need strong talent to build great client software to win in US market and reach impact in global markets.","While the battle for web-based search and internet experiences is still going on, we think the next frontier is in the client applications across devices - smart phone, tablets, surface, pads, Windows desktop, and other devices which are carried by people around the world. As a software development engineer, you are part of our strong team to build the next generation of client apps powered by Bing & Microsoft technologies, and open source software in a start-up environment. This is a great opportunity to own an end-to-end product that has high impact to Microsoft in China and 75 other global markets. This is opportunity to work on highly visible applications which will be the differentiators of Bing, and be responsible for designing and building mobile & PC applications and web experiences to help Bing to increase user base, attach rate, and grow market share in both mobile, tablets, and desktop.You will work very closely with PM, UX, and Test teams to design, develop, and deliver high quality features on iOS/Android/Web platforms.
• Makes appropriate design and architecture trade-offs for a feature • Writes high quality codes and ensure online service availability
• Has code reviews with other developers to surface design and implementation issues
• Identifies risks and dependencies in the schedule for a feature
• Writes unit test and fully leverages the automatable system for a feature
• Accounts for the performance, operation and serviceability of the feature
• Understands user intent and drive fundamental improvement of our mobile products
• Ensures customer and partner quality resolutions, solves customer/partner problems in a timely manner
• Innovates the next generation mobile and cloud experience.","• Fluent in Java/Kotlin on Android, or Swift on iOS
• Familiar with JavaScript, Python, Spark are optional
• Experienced in designing, developing and shipping high quality mobile products and services
• Experienced in Android platform, deeply understand the platform, SDK and related tools
• Good communication and cross-team collaboration skills. English writing and speaking is required.
• With great technical passion, terrific problem-solving skills, drive for results, and ability to work independently
• Minimum 3 years software development experiences. Bachelor’s degree in computer science or a related field is required. Master or Ph.D. is preferred
 Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. 
 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
Software-Development-Engineer-SharePoint-Template-Vertical,https://careers.microsoft.com/us/en/job/941102/Software-Development-Engineer-SharePoint-Template-Vertical,"Dec 6, 2020",Full-Time,"SharePoint Template/Vertical Team
 The OneDrive SharePoint group in Suzhou is building the next wave of intelligent experiences for collaboration, content management and portals in today’s mobile-first and cloud-first world. 
 SharePoint  – the world’s most successful content management product serving over 200 million monthly customers in Microsoft 365 that powers portals, fast Communication and Team sites, and is the foundation for collaboration in Microsoft 365 powering Teams, Groups and Yammer as well as business processes with PowerApps and Flow. 
 We are excited to provide the best experience with world-class engineering standards and the latest web technologies for products that will impact the lives of hundreds of millions of users.","We are seeking strong software engineers to build the best experience for a new SharePoint center of excellence in Suzhou, China. As a key technical member of the team, you will: 
 1. Help to define the technical direction of the team and drive the actual implementations with special emphasis on ensuring quality and performance through sound engineering processes. 
 2. Instill quality and excellence into the team culture by leading design and implementation efforts, actively mentoring the results, and make necessary adjustments. 
 3. Support recruiting efforts, ensure we are bringing top talents to the team.","BS/MS degree in computer science or related field 
 4+ years of experience building, deploying, and supporting large scale applications and services 
 Excellent problem solving, design, coding, and debugging skills 
 Strong JavaScript/TypeScript coding skills 
 Development experience in web technologies, e.g. React/Angular/Vue, NodeJS, Webpack 
 Strong cross-group collaboration skills
  Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.  We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.
 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
2020-Graduates-MMX-Suzhou,https://careers.microsoft.com/us/en/job/995221/2020-Graduates-MMX-Suzhou,"Feb 24, 2021",Full-Time,"Microsoft Mobile Experience team is a team building a set of applications and services to help users improve their mobile cross platform, cross devices experience.  Microsoft Launcher is the first Android Launcher stemming within Microsoft, and it is the highest rated Android App among all Microsoft Google Play listings, and among top 3 Best Launchers in Google Play. Microsoft Launcher Team start this project from zero and now it already become a key strategic project within cross platform Windows Experience division. “Your Phone” Windows app and “Your Phone Companion” Android app together brings best of your phone right on to the Windows desktop improving user’s cross device experience between the phone and PC.
MMX team runs in a startup culture which foster flatten organization, direct communication, and innovative and agile project execution. with more than 5 years mobile development experience. Together with other Microsoft teams like Bing, Office, Windows, the MMX team plays an important role in Microsoft mobile and cross platform strategy.  We are data driven and customer feedback driven.  Improving user experience and product quality are our first priorities.","You will be responsible for developing existing and incubating new MMX products and services like Microsoft Launcher, Your Phone, and its related service components.  You need to validate code using smoke test and unit test, and server side hook up like Office 365 service integration. We also encourage quick prototyping which means agile development and Minimum Viable Product sense will be a plus.  Open source is used and also encouraged during our development; The role would require solid design and implementation skills with a key focus on quality, performance and reliability.  The engineer would work with other teams in China as well as with partner teams in development offices across the world. The engineering work will include client-side development as well as building services to power rich scenarios.  The position’s location will be in Suzhou.","•Solid development skill on mobile software like Android or iOS is highly recommended.
•Passion on end user facing product development and mobile development.
•Full stack engineering including client side and server side experience is a big plus;
•Strong problem-solving skills, drive for results, and ability to work independently.
•Track record of delivering features and functionality on time, and sense of ownership;
•Good communication and collaboration skills."
Senior-Software-Engineer-Bot-Framework,https://careers.microsoft.com/us/en/job/996173/Senior-Software-Engineer-Bot-Framework,"Feb 26, 2021",Full-Time,"The Bot Framework team in C+AI division is looking for a talented Software Development Engineer to design and build features for Microsoft Bot Framework. Our customers range from individual open source developers to Fortune 100 companies integrating Conversational AI into their internal and external services.The Microsoft Bot Framework team is a key part of Microsoft’s strategy around building AI. We build projects that are public on GitHub and span platforms including C#, JavaScript, Node, Python, and Java. As the conversational AI landscape evolves, you’ll work on new code, new tools, new controls, and new applications to meet the needs of our customers. The Microsoft Bot Framework allows developers to build, connect, deploy, and manage intelligent bots that naturally interact with users on a website, in an application, with Cortana, Teams, Skype, Slack, Facebook Messenger, and other 1st and 3rd party channels.  Join the Bot Framework team and help us build the tools that build Bots! If you are passionate about working on open source products, actively participating in a thriving community, and getting immediate feedback from developers, this position is it.","• Building services to make it easy for bots to be used across a variety of platforms
• Participating in all stages of product design and development, conceptual design, visual design language and motion personality, input language, UI platform and tools maturity, prototyping and production
• Consistent delivery of high-quality code following engineering best-practices Good partnership and influence skills to be able to work across multiple teams","A successful member of our team will have:
5 + years of industry experience developing and implementing tools and applications at scale.
BS/MS in Computer Science or equivalent industry experience.
Demonstrated CS fundamentals with a deep appreciation for the differences between platforms and environments.
Demonstrated technical design, problem solving and debugging skills.
Unwavering passion to understand and simplify the developer experience.
Fantastic communication skills.
A track record of working collaboratively to understand customer needs and create solutions that positively impact our customers.


Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. 
 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
SDE-SDE-II-Web-Android-iOS,https://careers.microsoft.com/us/en/job/960255/SDE-SDE-II-Web-Android-iOS,"Jan 11, 2021",Full-Time,"Software Technology Center Asia (STCA) STCA was founded in year 2005 and is now starting the second “Five-Year Plan”. The team has not only built up its strengths and expanded its scope, but also set a shared goal, broadened its vision, and equipped with richer resources that gives the team the confidence to scale new heights. STCA is now focusing on the following areas: the continuous exploration of Bing search technology; the technical innovation of online advertisement services; the development of the Information platform; and the development of mobile search applications. Today, STCA has hundreds of excellent employees and is the largest R&D team of the Microsoft AI & Research Group outside the United States. Bing Client team builds innovative clients (mobile, windows desktop, tablets, including android and iOS devices, etc) to bring value to global users, powered by Bing’s machine learning, big data, and strong intelligent platform and infrastructure. We need strong talent to build great client software to win in US market and reach impact in global markets.","While the battle for web-based search and internet experiences is still going on, we think the next frontier is in the client applications across devices - smart phone, tablets, surface, pads, Windows desktop, and other devices which are carried by people around the world. As a software development engineer, you are part of our strong team to build the next generation of client apps powered by Bing & Microsoft technologies, and open source software in a start-up environment. This is a great opportunity to own an end-to-end product that has high impact to Microsoft in China and 75 other global markets. This is opportunity to work on highly visible applications which will be the differentiators of Bing, and be responsible for designing and building mobile & PC applications and web experiences to help Bing to increase user base, attach rate, and grow market share in both mobile, tablets, and desktop.You will work very closely with PM, UX, and Test teams to design, develop, and deliver high quality features on iOS/Android/Web platforms.
• Makes appropriate design and architecture trade-offs for a feature • Writes high quality codes and ensure online service availability
• Has code reviews with other developers to surface design and implementation issues
• Identifies risks and dependencies in the schedule for a feature
• Writes unit test and fully leverages the automatable system for a feature
• Accounts for the performance, operation and serviceability of the feature
• Understands user intent and drive fundamental improvement of our mobile products
• Ensures customer and partner quality resolutions, solves customer/partner problems in a timely manner
• Innovates the next generation mobile and cloud experience.","• Fluent in Java/Kotlin on Android, or Swift on iOS
• Familiar with JavaScript, Python, Spark are optional
• Experienced in designing, developing and shipping high quality mobile products and services
• Experienced in Android platform, deeply understand the platform, SDK and related tools
• Good communication and cross-team collaboration skills. English writing and speaking is required.
• With great technical passion, terrific problem-solving skills, drive for results, and ability to work independently
• Minimum 3 years software development experiences. Bachelor’s degree in computer science or a related field is required. Master or Ph.D. is preferred
 Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. 
 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
Data-and-Applied-Scientist-All-Level,https://careers.microsoft.com/us/en/job/960252/Data-and-Applied-Scientist-All-Level,"Jan 11, 2021",Full-Time,"Do you like working on technology problems which impact people on a global scale? Are you interested in creating brand new collaborative experiences by state-of-the-art machine learning models for a rapidly evolving and expanding machine-learning empowered products? Bing Multimedia Group is responsible for developing global image & video search/recommendation/browsing experiences in Bing, and also contributes to Windows, Edge, Azure, MSN, etc., which is the largest vertical in Bing to contribute DAU & engagements, we are a global team with offices in Beijing, Suzhou, as well as Bellevue/USA. The Video Recommendations Team in Bing Multimedia Group is responsible for building video feeds experiences for Microsoft, we are targeting to build differentiated, personalized video contents recommendation experiences for billions of users in Microsoft product lines, including Bing, Windows, Edge, MSN, etc., these video recommendation experiences include near real time video feeds, related videos, structured & chaptered video feeds experiences, etc., it's also global experiences to target 100+ languages & 200+ regions.","As a member of our team you will design, develop, evaluate & deploy machine learning models, as well as corresponding metrics/measurements, online & offline pipelines, and integrate into production runtimes. You need to closely work together with our top machine learning scientists/researchers nearby and remotely,  build our core machine learning horsepower,  contribute to billion scale machine learning systems, and improve our video recommendation products(including video feeds, related videos, etc.) in Microsoft Bing & Windows & Edge, etc..","- tracking records of delivering machine learning empowered products;
- familiar with e2e machine learning development cycle, from model measurements/training/evaluation, to optimization/deployment, etc.;
- Experiences in one of these training frameworks: Pytorch, Tensorflow, MxNet, etc.;
- Experiences in one of these domains: search engines, recommendation systems, computer vision, deep-learning, natural language processing;
- Experiences in one of these programming languages: Python, C++, C#, etc.; - Experiences in big data mining, familiar with Hadoop/Spark is a plus;
- Solid Communication/Collaboration skills to work with team members across global;
- MS/PhD degree in Computer Science or a related discipline.
  Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form. Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.
 "
Senior-Designer,https://careers.microsoft.com/us/en/job/1006793/Senior-Designer,"Mar 11, 2021",Full-Time,"Studio 8, a multi-product, multi-disciplinary Design team in Microsoft China, has an opening for an experienced, motivated and innovative Senior Designer in our Suzhou studio. At Studio 8 we work on a broad variety of Microsoft products for markets around the world.
 As a Senior Designer, you will play a critical role in the product making process for Outlook experiences.
 The ideal candidate will demonstrate strengths in all stages of product development and be able to drive from definition to ideation to delivery working with local and global partners in design, product management and engineering. We expect you have outstanding skills in designing interaction and visuals for software and the web.
 You must include the URL of an online portfolio with your resume or CV. Please indicate your specific roles and contributions for each project submitted as part of the portfolio.","Design management: Efficiently manage design activities for multiple simultaneous projects for Outlook Mac and Mobile. 

Design strategy: Set design strategy and guidelines to guide design work for new features based on a deep understanding of user needs, business goals and technical limitations. 
Conception: Work at the early concept phase by facilitating ideation sessions, storyboarding, brainstorming, creating user scenarios, and sketching early-stage mockups. 
Interaction design: Produce design briefs, information architecture diagrams, wireframes, interaction flows, low-fi prototypes and other artifacts needed to develop and evolve user experience designs.
Visual design: Implement the Microsoft visual design language (including grid, typography, color, and other design-language patterns) for the products and deliver visual assets (icons, logos, layout redlines, screen mockups, hi-fi prototypes) to development counterparts on time and with quality, following agile methodology. 
Communication: Effectively communicate design strategies, concepts and solutions to peers, partners, and stakeholders throughout the organization.
Collaboration: Work with other Outlook designers on other platforms to ensure coherency as well as with developers implementing of the feature work.
User-centered Iteration: Work with PMs to collect/interpret user feedback and telemetry and incorporate findings into design solutions.
Design System: Help contribute and maintain Outlook for Mac and Mobile UI kit if and when new UI patterns are adopted.
Global alignment: Work closely with design counterparts in global teams to align design proposals and execution consistency. 
Agile method practice: Practice a highly efficient, iterative design process with light documentation","Bachelor's degree (or higher) in Interaction Design, Graphic Design, Industrial Design, Communication Arts, Information Design, or equivalent education or experience 6+ years of industry experience designing products that have shipped into high-volume markets 2+ years of experience in leading design projects Experience of drafting design guideline to define common patterns and visual styles for new projects Familiar or proficient with Apple Mac OS and iOS as well as Android Platform. Written and spoken English proficiency is necessary, and fluency in Mandarin is a plus. Expert level proficiency with common design tools (Figma, Sketch, Photoshop, After Effects etc.). Intimate knowledge of coding practices is a plus (C++, CSS, JS) Ability to quickly produce elegant and easily understood diagrams, wireframes, and other artifacts Excellent communication skills and the ability to make compelling and clear design presentations for varied audiences Passion and skills for taking research findings and translating them into tangible designs Strong design sensibility and attention to detail Ability to mentor, inspire, grow, and retain all levels of designers Strong interest in and aptitude for learning new technologies and design skills Hands on experience with agile/lean methods 
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.  We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.
 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
